"Year","Period","labor force participation rate","employment-population ratio","labor force","employment","unemployment","unemployment rate","State","Date"
2012,"Mar",63.9,58,4760716,4317580,443136,9.3,"georgia",2012-03-01
2012,"Apr",63.9,58,4762947,4321947,441000,9.3,"georgia",2012-04-01
2012,"May",63.9,58,4765869,4327587,438282,9.2,"georgia",2012-05-01
2012,"Jun",63.8,58,4769870,4335543,434327,9.1,"georgia",2012-06-01
2012,"Jul",63.8,58.1,4773451,4344399,429052,9,"georgia",2012-07-01
2012,"Aug",63.8,58.2,4776352,4352825,423527,8.9,"georgia",2012-08-01
2012,"Sep",63.8,58.2,4776994,4357887,419107,8.8,"georgia",2012-09-01
2012,"Oct",63.7,58.2,4778033,4362157,415876,8.7,"georgia",2012-10-01
2012,"Nov",63.7,58.1,4777829,4364357,413472,8.7,"georgia",2012-11-01
2012,"Dec",63.6,58.1,4774785,4363453,411332,8.6,"georgia",2012-12-01
2013,"Jan",63.4,58,4770271,4361108,409163,8.6,"georgia",2013-01-01
2013,"Feb",63.3,57.9,4765461,4358816,406645,8.5,"georgia",2013-02-01
2013,"Mar",63.2,57.9,4762088,4358791,403297,8.5,"georgia",2013-03-01
2013,"Apr",63.2,57.9,4759690,4360570,399120,8.4,"georgia",2013-04-01
2013,"May",63.1,57.9,4759163,4364376,394787,8.3,"georgia",2013-05-01
2013,"Jun",63,57.9,4758902,4368148,390754,8.2,"georgia",2013-06-01
2013,"Jul",63,57.8,4756567,4369728,386839,8.1,"georgia",2013-07-01
2013,"Aug",62.8,57.8,4751162,4369353,381809,8,"georgia",2013-08-01
2013,"Sep",62.6,57.7,4742506,4367209,375297,7.9,"georgia",2013-09-01
2013,"Oct",62.5,57.7,4738112,4369319,368793,7.8,"georgia",2013-10-01
2013,"Nov",62.4,57.6,4735318,4371993,363325,7.7,"georgia",2013-11-01
2013,"Dec",62.4,57.7,4736978,4377812,359166,7.6,"georgia",2013-12-01
2014,"Jan",62.4,57.7,4739805,4383942,355863,7.5,"georgia",2014-01-01
2014,"Feb",62.3,57.7,4743414,4390323,353091,7.4,"georgia",2014-02-01
2014,"Mar",62.3,57.7,4747046,4395621,351425,7.4,"georgia",2014-03-01
2014,"Apr",62.3,57.7,4749569,4398813,350756,7.4,"georgia",2014-04-01
2014,"May",62.3,57.7,4750743,4401015,349728,7.4,"georgia",2014-05-01
2014,"Jun",62.2,57.7,4751305,4403907,347398,7.3,"georgia",2014-06-01
2014,"Jul",62.1,57.7,4752029,4408481,343548,7.2,"georgia",2014-07-01
2014,"Aug",62.1,57.7,4752597,4414202,338395,7.1,"georgia",2014-08-01
2014,"Sep",62,57.6,4751511,4419253,332258,7,"georgia",2014-09-01
2014,"Oct",61.9,57.6,4749230,4424125,325105,6.8,"georgia",2014-10-01
2014,"Nov",61.8,57.6,4746157,4428680,317477,6.7,"georgia",2014-11-01
2014,"Dec",61.6,57.6,4742491,4431662,310829,6.6,"georgia",2014-12-01
2015,"Jan",61.5,57.6,4739013,4433176,305837,6.5,"georgia",2015-01-01
2015,"Feb",61.4,57.5,4737111,4434740,302371,6.4,"georgia",2015-02-01
2015,"Mar",61.4,57.5,4736589,4437340,299249,6.3,"georgia",2015-03-01
2015,"Apr",61.3,57.5,4735953,4440239,295714,6.2,"georgia",2015-04-01
2015,"May",61.2,57.4,4735356,4443721,291635,6.2,"georgia",2015-05-01
2015,"Jun",61.1,57.4,4734169,4447025,287144,6.1,"georgia",2015-06-01
2015,"Jul",61,57.4,4732561,4449743,282818,6,"georgia",2015-07-01
2015,"Aug",60.9,57.3,4730889,4451724,279165,5.9,"georgia",2015-08-01
2015,"Sep",60.8,57.3,4731195,4455084,276111,5.8,"georgia",2015-09-01
2015,"Oct",60.8,57.3,4734979,4461180,273799,5.8,"georgia",2015-10-01
2015,"Nov",60.8,57.3,4742569,4470177,272392,5.7,"georgia",2015-11-01
2015,"Dec",60.9,57.4,4750782,4479634,271148,5.7,"georgia",2015-12-01
2016,"Jan",60.8,57.4,4757099,4487585,269514,5.7,"georgia",2016-01-01
2016,"Feb",60.8,57.4,4761300,4493667,267633,5.6,"georgia",2016-02-01
2016,"Mar",61.2,57.8,4798093,4532578,265515,5.5,"georgia",2016-03-01
2016,"Apr",61.6,58.2,4833155,4569340,263815,5.5,"georgia",2016-04-01
2016,"May",61.9,58.6,4867615,4604271,263344,5.4,"georgia",2016-05-01
2016,"Jun",62.3,58.9,4902692,4638424,264268,5.4,"georgia",2016-06-01
2016,"Jul",62.7,59.3,4938298,4672139,266159,5.4,"georgia",2016-07-01
2016,"Aug",63.1,59.6,4974373,4705744,268629,5.4,"georgia",2016-08-01
2016,"Sep",63.2,59.8,4994147,4722965,271182,5.4,"georgia",2016-09-01
2016,"Oct",63.8,60.4,5045509,4772979,272530,5.4,"georgia",2016-10-01
2016,"Nov",63.7,60.3,5046935,4775224,271711,5.4,"georgia",2016-11-01
2016,"Dec",63.7,60.3,5049842,4780923,268919,5.3,"georgia",2016-12-01
2017,"Jan",63.7,60.4,5054953,4790056,264897,5.2,"georgia",2017-01-01
2017,"Feb",63.7,60.4,5061813,4801698,260115,5.1,"georgia",2017-02-01
2017,"Mar",63.8,60.5,5069575,4814134,255441,5,"georgia",2017-03-01
2017,"Apr",63.8,60.6,5078384,4827169,251215,4.9,"georgia",2017-04-01
2017,"May",63.8,60.7,5087915,4840724,247191,4.9,"georgia",2017-05-01
2017,"Jun",63.9,60.8,5097171,4853632,243539,4.8,"georgia",2017-06-01
2017,"Jul",63.9,60.9,5105289,4864932,240357,4.7,"georgia",2017-07-01
2017,"Aug",63.9,61,5110944,4873800,237144,4.6,"georgia",2017-08-01
2017,"Sep",63.9,61,5113741,4879948,233793,4.6,"georgia",2017-09-01
2017,"Oct",63.8,61,5114280,4883904,230376,4.5,"georgia",2017-10-01
2017,"Nov",63.7,60.9,5113165,4886108,227057,4.4,"georgia",2017-11-01
2017,"Dec",63.7,60.9,5111412,4887940,223472,4.4,"georgia",2017-12-01
2018,"Jan",63.6,60.9,5110825,4891070,219755,4.3,"georgia",2018-01-01
2018,"Feb",63.6,60.9,5113029,4896852,216177,4.2,"georgia",2018-02-01
2018,"Mar",63.6,60.9,5117242,4904508,212734,4.2,"georgia",2018-03-01
2018,"Apr",63.5,60.9,5120103,4910972,209131,4.1,"georgia",2018-04-01
2018,"May",63.5,60.9,5119347,4913776,205571,4,"georgia",2018-05-01
2018,"Jun",63.3,60.8,5115324,4913151,202173,4,"georgia",2018-06-01
2018,"Jul",63.2,60.7,5109510,4910334,199176,3.9,"georgia",2018-07-01
2018,"Aug",63.1,60.6,5104655,4907223,197432,3.9,"georgia",2018-08-01
2018,"Sep",63,60.5,5102401,4905185,197216,3.9,"georgia",2018-09-01
2018,"Oct",62.9,60.5,5102990,4905021,197969,3.9,"georgia",2018-10-01
2018,"Nov",62.9,60.4,5105686,4906909,198777,3.9,"georgia",2018-11-01
2018,"Dec",62.8,60.4,5109390,4910589,198801,3.9,"georgia",2018-12-01
2019,"Jan",62.8,60.4,5112734,4915228,197506,3.9,"georgia",2019-01-01
2019,"Feb",62.8,60.4,5114987,4920400,194587,3.8,"georgia",2019-02-01
2019,"Mar",62.7,60.4,5117188,4926172,191016,3.7,"georgia",2019-03-01
2019,"Apr",62.7,60.4,5121305,4933508,187797,3.7,"georgia",2019-04-01
2019,"May",62.7,60.5,5127960,4942456,185504,3.6,"georgia",2019-05-01
2019,"Jun",62.8,60.5,5136510,4952391,184119,3.6,"georgia",2019-06-01
2019,"Jul",62.8,60.6,5145890,4962621,183269,3.6,"georgia",2019-07-01
2019,"Aug",62.9,60.6,5155112,4972903,182209,3.5,"georgia",2019-08-01
2019,"Sep",62.9,60.7,5164623,4984455,180168,3.5,"georgia",2019-09-01
2019,"Oct",63,60.8,5174328,4995870,178458,3.4,"georgia",2019-10-01
2019,"Nov",63,60.8,5183356,5005020,178336,3.4,"georgia",2019-11-01
2019,"Dec",63,60.8,5189349,5008917,180432,3.5,"georgia",2019-12-01
2020,"Jan",63,60.7,5190786,5006478,184308,3.6,"georgia",2020-01-01
2020,"Feb",62.9,60.6,5187971,4998731,189240,3.6,"georgia",2020-02-01
2020,"Mar",62.8,60.5,5183442,4989980,193462,3.7,"georgia",2020-03-01
2020,"Apr",59.9,52.4,4947003,4329558,617445,12.5,"georgia",2020-04-01
2020,"May",61.1,55.1,5053091,4557380,495711,9.8,"georgia",2020-05-01
2020,"Jun",60.2,55.2,4986734,4566520,420214,8.4,"georgia",2020-06-01
2020,"Jul",60,55.4,4973882,4589492,384390,7.7,"georgia",2020-07-01
2020,"Aug",59.6,55.5,4945404,4607229,338175,6.8,"georgia",2020-08-01
2020,"Sep",59.6,55.7,4944916,4625843,319073,6.5,"georgia",2020-09-01
2020,"Oct",62.5,59,5196008,4903658,292350,5.6,"georgia",2020-10-01
2020,"Nov",62.4,59,5186243,4909361,276882,5.3,"georgia",2020-11-01
2020,"Dec",62.2,59,5177787,4911818,265969,5.1,"georgia",2020-12-01
2021,"Jan",62,59,5165250,4914313,250937,4.9,"georgia",2021-01-01
2021,"Feb",61.9,59,5158656,4918846,239810,4.6,"georgia",2021-02-01
2021,"Mar",61.9,59.1,5158481,4927679,230802,4.5,"georgia",2021-03-01
2021,"Apr",61.8,59.2,5161002,4938598,222404,4.3,"georgia",2021-04-01
2021,"May",61.8,59.2,5164496,4950500,213996,4.1,"georgia",2021-05-01
2021,"Jun",61.8,59.3,5167861,4960584,207277,4,"georgia",2021-06-01
2021,"Jul",61.7,59.3,5167079,4968675,198404,3.8,"georgia",2021-07-01
2021,"Aug",61.6,59.4,5167120,4977693,189427,3.7,"georgia",2021-08-01
2021,"Sep",61.6,59.4,5168237,4987786,180451,3.5,"georgia",2021-09-01
2021,"Oct",61.6,59.5,5175810,5002081,173729,3.4,"georgia",2021-10-01
2021,"Nov",61.6,59.6,5186762,5017910,168852,3.3,"georgia",2021-11-01
2021,"Dec",61.7,59.7,5199778,5034506,165272,3.2,"georgia",2021-12-01
2022,"Jan",61.8,59.9,5213275,5049858,163417,3.1,"georgia",2022-01-01
2022,"Feb",61.9,60,5224787,5063175,161612,3.1,"georgia",2022-02-01
2022,"Mar",61.9,60,5233078,5072548,160530,3.1,"georgia",2022-03-01
2022,"Apr",61.9,60,5239025,5079003,160022,3.1,"georgia",2022-04-01
2022,"May",61.8,59.9,5241701,5081411,160290,3.1,"georgia",2022-05-01
2022,"Jun",61.7,59.8,5243291,5081762,161529,3.1,"georgia",2022-06-01
2022,"Jul",61.7,59.7,5244999,5081142,163857,3.1,"georgia",2022-07-01
2022,"Aug",61.6,59.7,5247563,5080749,166814,3.2,"georgia",2022-08-01
2022,"Sep",61.6,59.6,5251256,5082036,169220,3.2,"georgia",2022-09-01
2022,"Oct",61.6,59.6,5258111,5086979,171132,3.3,"georgia",2022-10-01
2022,"Nov",61.6,59.6,5267995,5095713,172282,3.3,"georgia",2022-11-01
2022,"Dec",61.7,59.6,5279125,5106275,172850,3.3,"georgia",2022-12-01
2023,"Jan",61.7,59.7,5291431,5118223,173208,3.3,"georgia",2023-01-01
2023,"Feb",61.8,59.8,5302762,5129520,173242,3.3,"georgia",2023-02-01
2023,"Mar",61.8,59.8,5313261,5140264,172997,3.3,"georgia",2023-03-01
2023,"Apr",61.9,59.9,5323585,5150771,172814,3.2,"georgia",2023-04-01
2023,"May",61.9,59.9,5333980,5160697,173283,3.2,"georgia",2023-05-01
2023,"Jun",61.9,59.9,5343488,5169265,174223,3.3,"georgia",2023-06-01
2023,"Jul",62,59.9,5352837,5177216,175621,3.3,"georgia",2023-07-01
2023,"Aug",62,59.9,5361266,5184176,177090,3.3,"georgia",2023-08-01
2023,"Sep",62,59.9,5367210,5189297,177913,3.3,"georgia",2023-09-01
2023,"Oct",61.9,59.9,5371539,5193752,177787,3.3,"georgia",2023-10-01
2023,"Nov",61.9,59.8,5372868,5195771,177097,3.3,"georgia",2023-11-01
2023,"Dec",61.8,59.8,5374807,5198447,176360,3.3,"georgia",2023-12-01
2024,"Jan",61.7,59.7,5376055,5199982,176073,3.3,"georgia",2024-01-01
2024,"Feb",61.7,59.7,5380277,5202800,177477,3.3,"georgia",2024-02-01
2024,"Mar",61.7,59.6,5387186,5206154,181032,3.4,"georgia",2024-03-01
2024,"Apr",61.7,59.6,5396199,5210285,185914,3.4,"georgia",2024-04-01
2024,"May",61.8,59.6,5406126,5215383,190743,3.5,"georgia",2024-05-01
2024,"Jun",61.8,59.6,5413075,5218560,194515,3.6,"georgia",2024-06-01
2024,"Jul",61.7,59.5,5416199,5219369,196830,3.6,"georgia",2024-07-01
2024,"Aug",61.7,59.4,5415837,5218209,197628,3.6,"georgia",2024-08-01
2024,"Sep",61.6,59.3,5412408,5214978,197430,3.6,"georgia",2024-09-01
2024,"Oct",61.5,59.2,5410096,5213174,196922,3.6,"georgia",2024-10-01
2024,"Nov",61.4,59.2,5409389,5212813,196576,3.6,"georgia",2024-11-01
2024,"Dec",61.3,59.1,5409231,5212728,196503,3.6,"georgia",2024-12-01
2025,"Jan",61.2,59,5402668,5209606,193062,3.6,"georgia",2025-01-01
1976,"Jan",63.1,59.6,366151,345739,20412,5.6,"idaho",1976-01-01
1976,"Feb",62.9,59.4,365866,345490,20376,5.6,"idaho",1976-02-01
1976,"Mar",62.8,59.3,365933,345578,20355,5.6,"idaho",1976-03-01
1976,"Apr",62.8,59.3,367194,346778,20416,5.6,"idaho",1976-04-01
1976,"May",62.9,59.4,369051,348547,20504,5.6,"idaho",1976-05-01
1976,"Jun",63.1,59.6,371227,350629,20598,5.5,"idaho",1976-06-01
1976,"Jul",63.3,59.8,373378,352663,20715,5.5,"idaho",1976-07-01
1976,"Aug",63.4,59.9,375278,354421,20857,5.6,"idaho",1976-08-01
1976,"Sep",63.5,59.9,377115,356049,21066,5.6,"idaho",1976-09-01
1976,"Oct",63.7,60.1,379000,357561,21439,5.7,"idaho",1976-10-01
1976,"Nov",63.8,60.1,380955,359005,21950,5.8,"idaho",1976-11-01
1976,"Dec",63.9,60.2,382931,360476,22455,5.9,"idaho",1976-12-01
1977,"Jan",64.1,60.3,384960,362128,22832,5.9,"idaho",1977-01-01
1977,"Feb",64.2,60.4,387055,364018,23037,6,"idaho",1977-02-01
1977,"Mar",64.3,60.5,389088,365933,23155,6,"idaho",1977-03-01
1977,"Apr",64.5,60.7,391118,367842,23276,6,"idaho",1977-04-01
1977,"May",64.7,60.8,393218,369784,23434,6,"idaho",1977-05-01
1977,"Jun",64.8,61,395431,371812,23619,6,"idaho",1977-06-01
1977,"Jul",65,61.1,397921,374115,23806,6,"idaho",1977-07-01
1977,"Aug",65.2,61.4,400572,376695,23877,6,"idaho",1977-08-01
1977,"Sep",65.4,61.6,403068,379359,23709,5.9,"idaho",1977-09-01
1977,"Oct",65.7,61.9,405106,381802,23304,5.8,"idaho",1977-10-01
1977,"Nov",65.7,62,406653,383890,22763,5.6,"idaho",1977-11-01
1977,"Dec",65.7,62.1,407796,385561,22235,5.5,"idaho",1977-12-01
1978,"Jan",65.6,62.1,408707,386924,21783,5.3,"idaho",1978-01-01
1978,"Feb",65.6,62.2,409548,388102,21446,5.2,"idaho",1978-02-01
1978,"Mar",65.6,62.2,410634,389359,21275,5.2,"idaho",1978-03-01
1978,"Apr",65.6,62.2,412081,390735,21346,5.2,"idaho",1978-04-01
1978,"May",65.7,62.2,413721,392057,21664,5.2,"idaho",1978-05-01
1978,"Jun",65.8,62.3,415278,393155,22123,5.3,"idaho",1978-06-01
1978,"Jul",65.8,62.2,416391,393726,22665,5.4,"idaho",1978-07-01
1978,"Aug",65.8,62.1,417124,393852,23272,5.6,"idaho",1978-08-01
1978,"Sep",65.7,61.9,417826,393945,23881,5.7,"idaho",1978-09-01
1978,"Oct",65.8,61.9,418844,394403,24441,5.8,"idaho",1978-10-01
1978,"Nov",65.9,62,420279,395328,24951,5.9,"idaho",1978-11-01
1978,"Dec",65.9,62,421925,396544,25381,6,"idaho",1978-12-01
1979,"Jan",66.1,62.1,423611,397968,25643,6.1,"idaho",1979-01-01
1979,"Feb",66.2,62.2,425121,399486,25635,6,"idaho",1979-02-01
1979,"Mar",66.2,62.2,426142,400826,25316,5.9,"idaho",1979-03-01
1979,"Apr",66.1,62.3,426577,401779,24798,5.8,"idaho",1979-04-01
1979,"May",66.1,62.3,426784,402493,24291,5.7,"idaho",1979-05-01
1979,"Jun",65.9,62.2,427101,403122,23979,5.6,"idaho",1979-06-01
1979,"Jul",65.9,62.2,427845,403939,23906,5.6,"idaho",1979-07-01
1979,"Aug",66,62.3,428991,404904,24087,5.6,"idaho",1979-08-01
1979,"Sep",66.1,62.3,430244,405768,24476,5.7,"idaho",1979-09-01
1979,"Oct",66.1,62.3,431287,406353,24934,5.8,"idaho",1979-10-01
1979,"Nov",66.1,62.3,431939,406498,25441,5.9,"idaho",1979-11-01
1979,"Dec",66.1,62.1,432259,406101,26158,6.1,"idaho",1979-12-01
1980,"Jan",66,61.8,432202,404919,27283,6.3,"idaho",1980-01-01
1980,"Feb",65.9,61.5,431915,403051,28864,6.7,"idaho",1980-02-01
1980,"Mar",65.8,61.1,431619,400868,30751,7.1,"idaho",1980-03-01
1980,"Apr",65.7,60.7,431371,398768,32603,7.6,"idaho",1980-04-01
1980,"May",65.5,60.4,431084,397004,34080,7.9,"idaho",1980-05-01
1980,"Jun",65.4,60.1,430711,395704,35007,8.1,"idaho",1980-06-01
1980,"Jul",65.2,59.9,430128,394835,35293,8.2,"idaho",1980-07-01
1980,"Aug",65,59.7,429383,394422,34961,8.1,"idaho",1980-08-01
1980,"Sep",64.8,59.6,428580,394396,34184,8,"idaho",1980-09-01
1980,"Oct",64.6,59.6,427836,394610,33226,7.8,"idaho",1980-10-01
1980,"Nov",64.4,59.6,427331,395088,32243,7.5,"idaho",1980-11-01
1980,"Dec",64.4,59.7,427311,396004,31307,7.3,"idaho",1980-12-01
1981,"Jan",64.4,59.8,427777,397229,30548,7.1,"idaho",1981-01-01
1981,"Feb",64.4,59.9,428493,398375,30118,7,"idaho",1981-02-01
1981,"Mar",64.4,59.9,429252,399223,30029,7,"idaho",1981-03-01
1981,"Apr",64.4,59.9,429866,399635,30231,7,"idaho",1981-04-01
1981,"May",64.4,59.8,430098,399439,30659,7.1,"idaho",1981-05-01
1981,"Jun",64.3,59.6,429996,398792,31204,7.3,"idaho",1981-06-01
1981,"Jul",64.2,59.4,429785,397913,31872,7.4,"idaho",1981-07-01
1981,"Aug",64,59.2,429697,396967,32730,7.6,"idaho",1981-08-01
1981,"Sep",64,59,430017,396150,33867,7.9,"idaho",1981-09-01
1981,"Oct",64.2,58.9,430956,395655,35301,8.2,"idaho",1981-10-01
1981,"Nov",64.3,58.8,432333,395359,36974,8.6,"idaho",1981-11-01
1981,"Dec",64.4,58.7,433965,395175,38790,8.9,"idaho",1981-12-01
1982,"Jan",64.6,58.6,435781,395269,40512,9.3,"idaho",1982-01-01
1982,"Feb",64.9,58.7,437629,395747,41882,9.6,"idaho",1982-02-01
1982,"Mar",65,58.7,439223,396429,42794,9.7,"idaho",1982-03-01
1982,"Apr",65.1,58.7,440570,397345,43225,9.8,"idaho",1982-04-01
1982,"May",65.2,58.8,441780,398494,43286,9.8,"idaho",1982-05-01
1982,"Jun",65.4,59,442936,399681,43255,9.8,"idaho",1982-06-01
1982,"Jul",65.5,59.1,444115,400697,43418,9.8,"idaho",1982-07-01
1982,"Aug",65.6,59.1,445384,401404,43980,9.9,"idaho",1982-08-01
1982,"Sep",65.7,59.1,446685,401732,44953,10.1,"idaho",1982-09-01
1982,"Oct",65.9,59.1,447886,401686,46200,10.3,"idaho",1982-10-01
1982,"Nov",65.9,59,448965,401568,47397,10.6,"idaho",1982-11-01
1982,"Dec",65.9,58.9,449599,401535,48064,10.7,"idaho",1982-12-01
1983,"Jan",65.8,58.8,449664,401696,47968,10.7,"idaho",1983-01-01
1983,"Feb",65.7,58.8,449377,402256,47121,10.5,"idaho",1983-02-01
1983,"Mar",65.6,58.9,449134,403347,45787,10.2,"idaho",1983-03-01
1983,"Apr",65.6,59.1,449226,404873,44353,9.9,"idaho",1983-04-01
1983,"May",65.6,59.3,449790,406727,43063,9.6,"idaho",1983-05-01
1983,"Jun",65.7,59.5,450793,408822,41971,9.3,"idaho",1983-06-01
1983,"Jul",65.8,59.8,452083,411051,41032,9.1,"idaho",1983-07-01
1983,"Aug",65.9,60,453406,413338,40068,8.8,"idaho",1983-08-01
1983,"Sep",65.9,60.3,454496,415605,38891,8.6,"idaho",1983-09-01
1983,"Oct",65.9,60.5,455205,417775,37430,8.2,"idaho",1983-10-01
1983,"Nov",65.9,60.7,455512,419693,35819,7.9,"idaho",1983-11-01
1983,"Dec",65.8,60.9,455653,421294,34359,7.5,"idaho",1983-12-01
1984,"Jan",65.9,61.1,455953,422734,33219,7.3,"idaho",1984-01-01
1984,"Feb",65.9,61.2,456565,424096,32469,7.1,"idaho",1984-02-01
1984,"Mar",65.9,61.3,457470,425349,32121,7,"idaho",1984-03-01
1984,"Apr",66,61.4,458505,426390,32115,7,"idaho",1984-04-01
1984,"May",66.1,61.4,459648,427247,32401,7,"idaho",1984-05-01
1984,"Jun",66.1,61.4,460733,427897,32836,7.1,"idaho",1984-06-01
1984,"Jul",66.1,61.4,461545,428296,33249,7.2,"idaho",1984-07-01
1984,"Aug",66.2,61.4,462003,428412,33591,7.3,"idaho",1984-08-01
1984,"Sep",66.3,61.4,462172,428321,33851,7.3,"idaho",1984-09-01
1984,"Oct",66.3,61.4,462213,428217,33996,7.4,"idaho",1984-10-01
1984,"Nov",66.4,61.5,462388,428294,34094,7.4,"idaho",1984-11-01
1984,"Dec",66.5,61.5,462881,428620,34261,7.4,"idaho",1984-12-01
1985,"Jan",66.6,61.6,463492,428930,34562,7.5,"idaho",1985-01-01
1985,"Feb",66.6,61.6,463983,428908,35075,7.6,"idaho",1985-02-01
1985,"Mar",66.7,61.5,464223,428543,35680,7.7,"idaho",1985-03-01
1985,"Apr",66.7,61.5,464168,427980,36188,7.8,"idaho",1985-04-01
1985,"May",66.7,61.5,463846,427331,36515,7.9,"idaho",1985-05-01
1985,"Jun",66.7,61.4,463380,426738,36642,7.9,"idaho",1985-06-01
1985,"Jul",66.6,61.4,463042,426409,36633,7.9,"idaho",1985-07-01
1985,"Aug",66.5,61.3,463037,426482,36555,7.9,"idaho",1985-08-01
1985,"Sep",66.5,61.2,463386,426837,36549,7.9,"idaho",1985-09-01
1985,"Oct",66.6,61.3,464012,427276,36736,7.9,"idaho",1985-10-01
1985,"Nov",66.6,61.3,464713,427669,37044,8,"idaho",1985-11-01
1985,"Dec",66.6,61.2,465270,427890,37380,8,"idaho",1985-12-01
1986,"Jan",66.6,61.2,465785,428001,37784,8.1,"idaho",1986-01-01
1986,"Feb",66.7,61.2,466461,428254,38207,8.2,"idaho",1986-02-01
1986,"Mar",66.7,61.2,467372,428719,38653,8.3,"idaho",1986-03-01
1986,"Apr",66.8,61.2,468511,429317,39194,8.4,"idaho",1986-04-01
1986,"May",66.9,61.2,469640,429889,39751,8.5,"idaho",1986-05-01
1986,"Jun",67,61.3,470611,430332,40279,8.6,"idaho",1986-06-01
1986,"Jul",67,61.2,471224,430553,40671,8.6,"idaho",1986-07-01
1986,"Aug",67,61.2,471356,430528,40828,8.7,"idaho",1986-08-01
1986,"Sep",66.9,61.1,471106,430362,40744,8.6,"idaho",1986-09-01
1986,"Oct",66.8,61.1,470602,430128,40474,8.6,"idaho",1986-10-01
1986,"Nov",66.8,61.1,470014,429832,40182,8.5,"idaho",1986-11-01
1986,"Dec",66.7,61,469614,429703,39911,8.5,"idaho",1986-12-01
1987,"Jan",66.6,61,469419,429856,39563,8.4,"idaho",1987-01-01
1987,"Feb",66.6,61,469241,430165,39076,8.3,"idaho",1987-02-01
1987,"Mar",66.6,61.1,469080,430617,38463,8.2,"idaho",1987-03-01
1987,"Apr",66.5,61.2,468877,431168,37709,8,"idaho",1987-04-01
1987,"May",66.4,61.2,468678,431791,36887,7.9,"idaho",1987-05-01
1987,"Jun",66.4,61.3,468566,432489,36077,7.7,"idaho",1987-06-01
1987,"Jul",66.4,61.4,468596,433188,35408,7.6,"idaho",1987-07-01
1987,"Aug",66.4,61.5,468714,433794,34920,7.5,"idaho",1987-08-01
1987,"Sep",66.4,61.5,468829,434360,34469,7.4,"idaho",1987-09-01
1987,"Oct",66.4,61.6,468881,434918,33963,7.2,"idaho",1987-10-01
1987,"Nov",66.3,61.6,468846,435527,33319,7.1,"idaho",1987-11-01
1987,"Dec",66.3,61.7,468750,436186,32564,6.9,"idaho",1987-12-01
1988,"Jan",66.3,61.8,468741,436937,31804,6.8,"idaho",1988-01-01
1988,"Feb",66.2,61.9,469026,437935,31091,6.6,"idaho",1988-02-01
1988,"Mar",66.3,62,469670,439217,30453,6.5,"idaho",1988-03-01
1988,"Apr",66.4,62.2,470786,440850,29936,6.4,"idaho",1988-04-01
1988,"May",66.6,62.5,472344,442783,29561,6.3,"idaho",1988-05-01
1988,"Jun",66.8,62.7,474122,444833,29289,6.2,"idaho",1988-06-01
1988,"Jul",67.1,63,475983,446957,29026,6.1,"idaho",1988-07-01
1988,"Aug",67.2,63.2,477792,449049,28743,6,"idaho",1988-08-01
1988,"Sep",67.4,63.4,479499,451013,28486,5.9,"idaho",1988-09-01
1988,"Oct",67.6,63.6,481055,452865,28190,5.9,"idaho",1988-10-01
1988,"Nov",67.7,63.8,482412,454603,27809,5.8,"idaho",1988-11-01
1988,"Dec",67.8,63.9,483549,456175,27374,5.7,"idaho",1988-12-01
1989,"Jan",67.8,64.1,484471,457530,26941,5.6,"idaho",1989-01-01
1989,"Feb",67.8,64.1,485150,458546,26604,5.5,"idaho",1989-02-01
1989,"Mar",67.8,64.1,485588,459197,26391,5.4,"idaho",1989-03-01
1989,"Apr",67.8,64.2,485771,459495,26276,5.4,"idaho",1989-04-01
1989,"May",67.8,64.1,485842,459595,26247,5.4,"idaho",1989-05-01
1989,"Jun",67.7,64,486016,459700,26316,5.4,"idaho",1989-06-01
1989,"Jul",67.6,64,486327,459870,26457,5.4,"idaho",1989-07-01
1989,"Aug",67.6,64,486927,460339,26588,5.5,"idaho",1989-08-01
1989,"Sep",67.7,64,487848,461227,26621,5.5,"idaho",1989-09-01
1989,"Oct",67.8,64.1,488982,462458,26524,5.4,"idaho",1989-10-01
1989,"Nov",67.8,64.2,490182,463844,26338,5.4,"idaho",1989-11-01
1989,"Dec",68,64.4,491198,465060,26138,5.3,"idaho",1989-12-01
1990,"Jan",68,64.4,491935,465961,25974,5.3,"idaho",1990-01-01
1990,"Feb",68,64.4,492437,466487,25950,5.3,"idaho",1990-02-01
1990,"Mar",68,64.4,492703,466563,26140,5.3,"idaho",1990-03-01
1990,"Apr",68,64.3,492758,466280,26478,5.4,"idaho",1990-04-01
1990,"May",67.9,64.2,492682,465841,26841,5.4,"idaho",1990-05-01
1990,"Jun",67.8,64.1,492530,465404,27126,5.5,"idaho",1990-06-01
1990,"Jul",67.8,64,492545,465206,27339,5.6,"idaho",1990-07-01
1990,"Aug",67.6,63.8,492866,465277,27589,5.6,"idaho",1990-08-01
1990,"Sep",67.5,63.7,493482,465486,27996,5.7,"idaho",1990-09-01
1990,"Oct",67.4,63.5,494530,465846,28684,5.8,"idaho",1990-10-01
1990,"Nov",67.4,63.4,496097,466489,29608,6,"idaho",1990-11-01
1990,"Dec",67.5,63.3,498084,467464,30620,6.1,"idaho",1990-12-01
1991,"Jan",67.6,63.3,500195,468623,31572,6.3,"idaho",1991-01-01
1991,"Feb",67.7,63.3,502251,469983,32268,6.4,"idaho",1991-02-01
1991,"Mar",67.8,63.4,504150,471575,32575,6.5,"idaho",1991-03-01
